100;3,251033;
200;10,610415;
300;23,209816;
400;40,785543;
500;64,248791;
600;93,051450;
700;125,713520;
800;167,638259;
900;213,596393;
1000;253,199984;
1100;308,251648;
1200;366,712421;
1300;434,215585;
1400;492,740697;
1500;595,961375;
1600;647,119523;
1700;760,304156;
1800;830,156632;
1900;903,870541;
2000;1026,910298;
2100;1108,766837;
