140;4,504207;
280;15,712446;
420;33,715709;
560;58,215271;
700;94,090392;
840;134,273913;
980;174,557343;
1120;227,887183;
1260;299,944674;
1400;354,545675;
1540;437,849169;
1680;513,811067;
1820;611,539966;
1960;699,032314;
2100;837,172842;
2240;918,129226;
2380;1033,505803;
2520;1151,928084;
