120;3,621083;
240;12,897323;
360;27,843902;
480;50,436619;
600;77,137240;
720;116,759137;
840;149,753814;
960;196,894046;
1080;252,904566;
1200;312,835780;
1320;367,289857;
1440;446,583886;
1560;511,206562;
1680;592,799398;
1800;678,522714;
1920;777,706079;
2040;872,842078;
2160;980,062480;
2280;1089,513431;
2400;1214,555556;
