10; 2,8
10; 2,8
100; 2,76
100; 2,76
1000; 3,172
1000; 3,172
10000; 3,1256
10000; 3,1256
100000; 3,1424
100000; 3,1424
1000000; 3,13922
1000000; 3,13922
10000000; 3,14129
10000000; 3,14129
100000000; 3,14168
100000000; 3,14168
