Par
static
1;10;0.016990;
1;20;0.053335;
1;30;0.114539;
1;40;0.201924;
1;50;0.317688;
1;60;0.454586;
1;70;0.616787;
1;80;0.806877;
1;90;1.014165;
1;100;1.259148;
1;110;1.515451;
1;120;1.810419;
1;130;2.103061;
1;140;2.463102;
1;150;2.798929;
1;160;3.205168;
1;170;3.592047;
1;180;4.075024;
1;190;4.495819;
1;200;5.022549;
1;210;5.518615;
1;220;6.057642;
1;230;6.615538;
1;240;7.198207;
1;250;7.766810;
1;260;8.454784;
1;270;9.045884;
1;280;9.842612;
1;290;10.522216;
1;300;11.250207;
1;310;11.950382;
1;320;12.803372;
1;330;13.527463;
1;340;14.520782;
1;350;15.216018;
1;360;16.200495;
1;370;16.991896;
1;380;18.050410;
1;390;18.912445;
1;400;19.998443;
1;410;21.005989;
1;420;22.064892;
1;430;22.966541;
1;440;24.193945;
1;450;25.158032;
1;460;26.438219;
1;470;27.403613;
1;480;28.813608;
1;490;30.014282;
1;500;31.289079;
1;510;32.411379;
1;520;33.858244;
1;530;34.989489;
1;540;36.553333;
1;550;37.790742;
1;560;39.303491;
1;570;40.695638;
1;580;42.180439;
1;590;43.444598;
1;600;45.213399;
1;610;46.643153;
1;620;48.371454;
1;630;49.930467;
1;640;51.629931;
1;650;53.288705;
1;660;55.043031;
1;670;56.885324;
1;680;58.446543;
1;690;60.396684;
1;700;62.251793;
1;710;63.975517;
1;720;65.789370;
1;730;67.754028;
1;740;69.508075;
1;750;71.501689;
1;760;73.363832;
1;770;75.428071;
1;780;77.382869;
1;790;79.212532;
1;800;81.381682;
1;810;83.365113;
1;820;85.535612;
1;830;87.633707;
1;840;89.631703;
1;850;91.805201;
1;860;94.095507;
1;870;96.428964;
1;880;98.543844;
1;890;100.791920;
1;900;103.037769;
1;910;105.372242;
1;920;107.560065;
1;930;110.001280;
1;940;112.271622;
1;950;115.059765;
1;960;117.004686;
1;970;119.653980;
1;980;122.030786;
1;990;124.699857;
2;10;0.025637;
2;20;0.042212;
2;30;0.076334;
2;40;0.116297;
2;50;0.172815;
2;60;0.241704;
2;70;0.326859;
2;80;0.421734;
2;90;0.531313;
2;100;0.649557;
2;110;0.780649;
2;120;0.926652;
2;130;1.077596;
2;140;1.254584;
2;150;1.424058;
2;160;1.629573;
2;170;1.826869;
2;180;2.052498;
2;190;2.285533;
2;200;2.543972;
2;210;2.774513;
2;220;3.059056;
2;230;3.322716;
2;240;3.628683;
2;250;3.918503;
2;260;4.256703;
2;270;4.554757;
2;280;4.930012;
2;290;5.278538;
2;300;5.660873;
2;310;6.013408;
2;320;6.443026;
2;330;6.796138;
2;340;7.255286;
2;350;7.658505;
2;360;9.624450;
2;370;8.546523;
2;380;9.100044;
2;390;9.506025;
2;400;10.055365;
2;410;10.481439;
2;420;11.097607;
2;430;11.591141;
2;440;12.153078;
2;450;12.618760;
2;460;13.263996;
2;470;13.774317;
2;480;14.475878;
2;490;15.045600;
2;500;15.725164;
2;510;16.267086;
2;520;16.815481;
2;530;17.559681;
2;540;18.201262;
2;550;18.894528;
2;560;19.658724;
2;570;20.290560;
2;580;20.996276;
2;590;21.852636;
2;600;22.531240;
2;610;23.182361;
2;620;24.080305;
2;630;24.770993;
2;640;25.624934;
2;650;26.345465;
2;660;27.296095;
2;670;28.378018;
2;680;29.280631;
2;690;29.693124;
2;700;30.721145;
2;710;31.478771;
2;720;32.398697;
2;730;34.026888;
2;740;34.329202;
2;750;35.152971;
2;760;36.325175;
2;770;37.870091;
2;780;38.329267;
2;790;39.550813;
2;800;40.173488;
2;810;40.954324;
2;820;42.180053;
2;830;43.225545;
2;840;44.291529;
2;850;45.321255;
2;860;46.580986;
2;870;48.319220;
2;880;48.765462;
2;890;49.961920;
2;900;51.160203;
2;910;52.211787;
2;920;54.073433;
2;930;55.370621;
2;940;56.458242;
2;950;57.148931;
2;960;58.453155;
2;970;59.952755;
2;980;60.924887;
2;990;62.560624;
3;10;0.024588;
3;20;0.038246;
3;30;0.064789;
3;40;0.089821;
3;50;0.127202;
3;60;0.169927;
3;70;0.229613;
3;80;0.292995;
3;90;0.362846;
3;100;0.449792;
3;110;0.533944;
3;120;0.631181;
3;130;0.735395;
3;140;0.854468;
3;150;0.963735;
3;160;1.105352;
3;170;1.237152;
3;180;1.386724;
3;190;1.545553;
3;200;1.710040;
3;210;1.860126;
3;220;2.069275;
3;230;2.243804;
3;240;2.436983;
3;250;2.638010;
3;260;2.879178;
3;270;3.063986;
3;280;3.313502;
3;290;3.525359;
3;300;4.786350;
3;310;4.039763;
3;320;4.326800;
3;330;4.565172;
3;340;4.885411;
3;350;5.124452;
3;360;5.444508;
3;370;5.732186;
3;380;6.085967;
3;390;6.357190;
3;400;6.772202;
3;410;7.013353;
3;420;7.400541;
3;430;7.754277;
3;440;8.146269;
3;450;8.440978;
3;460;8.905034;
3;470;9.222626;
3;480;9.665781;
3;490;10.028337;
3;500;10.461853;
3;510;10.884169;
3;520;11.356885;
3;530;11.700809;
3;540;15.348187;
3;550;12.607250;
3;560;13.146906;
3;570;13.538196;
3;580;14.070201;
3;590;14.556396;
3;600;15.037707;
3;610;15.545615;
3;620;16.034060;
3;630;16.560375;
3;640;17.117856;
3;650;17.633509;
3;660;18.224203;
3;670;18.756420;
3;680;19.342714;
3;690;19.808087;
3;700;20.527527;
3;710;21.056955;
3;720;21.627750;
3;730;22.367151;
3;740;22.921774;
3;750;23.575404;
3;760;24.135444;
3;770;24.956528;
3;780;25.512178;
3;790;26.057343;
3;800;26.939155;
3;810;27.267134;
3;820;28.510900;
3;830;28.729378;
3;840;29.810556;
3;850;30.121980;
3;860;30.985271;
3;870;31.915301;
3;880;32.421177;
3;890;33.577117;
3;900;34.537946;
3;910;35.229603;
3;920;35.864617;
3;930;36.818354;
3;940;36.989162;
3;950;38.392598;
3;960;38.540174;
3;970;39.371073;
3;980;40.218366;
3;990;41.995425;
4;10;0.029267;
4;20;0.039402;
4;30;0.057577;
4;40;0.075762;
4;50;0.108623;
4;60;0.137142;
4;70;0.183327;
4;80;0.227523;
4;90;0.287249;
4;100;0.346618;
4;110;0.415362;
4;120;0.481974;
4;130;0.571346;
4;140;0.645785;
4;150;0.742926;
4;160;0.833329;
4;170;0.942696;
4;180;1.047869;
4;190;1.172080;
4;200;1.295317;
4;210;1.417985;
4;220;1.556096;
4;230;1.707915;
4;240;1.846370;
4;250;2.000075;
4;260;2.158646;
4;270;2.317887;
4;280;2.496819;
4;290;2.670104;
4;300;2.863006;
4;310;3.048370;
4;320;3.244307;
4;330;3.463174;
4;340;3.664830;
4;350;3.867973;
4;360;4.099622;
4;370;4.329462;
4;380;4.564225;
4;390;4.805094;
4;400;5.068309;
4;410;5.314191;
4;420;5.565004;
4;430;5.847770;
4;440;6.115092;
4;450;6.364597;
4;460;8.389293;
4;470;6.955229;
4;480;7.283824;
4;490;7.575892;
4;500;7.888553;
4;510;8.204887;
4;520;8.520377;
4;530;8.845983;
4;540;9.181686;
4;550;9.504084;
4;560;9.851928;
4;570;10.219329;
4;580;10.585156;
4;590;10.939519;
4;600;11.333813;
4;610;11.678140;
4;620;12.116764;
4;630;12.443337;
4;640;12.824703;
4;650;13.241516;
4;660;13.713590;
4;670;14.066203;
4;680;14.531271;
4;690;14.916589;
4;700;15.411777;
4;710;15.825586;
4;720;16.250803;
4;730;16.690827;
4;740;17.211201;
4;750;17.643466;
4;760;18.085711;
4;770;18.569914;
4;780;19.088965;
4;790;19.519892;
4;800;20.058646;
4;810;20.560094;
4;820;21.111755;
4;830;21.607344;
4;840;22.124629;
4;850;22.678191;
4;860;23.259684;
4;870;23.781349;
4;880;24.286636;
4;890;25.009324;
4;900;25.477786;
4;910;26.056607;
4;920;26.538850;
4;930;27.090657;
4;940;27.744970;
4;950;28.312162;
4;960;29.005845;
4;970;29.533138;
4;980;30.254967;
4;990;30.755542;
5;10;0.032658;
5;20;0.039936;
5;30;0.056171;
5;40;0.070469;
5;50;0.097774;
5;60;0.118633;
5;70;0.158183;
5;80;0.187482;
5;90;0.234968;
5;100;0.281758;
5;110;0.339197;
5;120;0.469162;
5;130;0.462380;
5;140;0.526879;
5;150;0.600066;
5;160;0.676666;
5;170;0.759713;
5;180;0.850056;
5;190;0.942851;
5;200;1.041189;
5;210;1.144545;
5;220;1.250764;
5;230;1.369616;
5;240;1.480518;
5;250;1.601271;
5;260;1.734271;
5;270;1.867100;
5;280;2.009652;
5;290;2.135665;
5;300;2.304277;
5;310;2.453916;
5;320;2.610539;
5;330;2.770877;
